trial_id,learning_rate,conv1d_strides,conv1d_filters,hidden_units,input_size,tuner/epochs,tuner/initial_epoch,tuner/bracket,tuner/round,loss,error_to_signal,val_loss,val_error_to_signal,prediction_time
0153,0.00031457995523847436,7,24,121,71,3,0,1,0,0.02095872350037098,0.020959066227078438,0.01818951405584812,0.018188098445534706,67.85876480000115
0163,0.00012322694958702516,5,18,76,134,3,0,1,0,0.040964219719171524,0.04096037149429321,0.0326734334230423,0.032673195004463196,111.21976760000143
0186,0.0028656743671223324,7,24,59,133,8,3,1,1,0.007541823200881481,0.007542017847299576,0.007304595783352852,0.007304748520255089,55.39866570000231
0264,0.0007225512827033819,12,20,40,137,3,0,1,0,0.018065232783555984,0.018064022064208984,0.015880808234214783,0.015881698578596115,29.76390360000005
0189,0.0024227951740774813,11,15,40,144,8,0,0,0,0.007802898529917002,0.007802966982126236,0.007837203331291676,0.007841835729777813,35.86400289999983
0155,0.00757190793082948,8,17,115,57,8,3,1,1,0.011566434986889362,0.011566221714019775,0.011453425511717796,0.011455303989350796,36.00108050000017
0188,0.0011567623334325177,3,13,86,96,8,0,0,0,0.008902453817427158,0.008902470581233501,0.008652988821268082,0.008657929487526417,200.93722550000166
0157,0.00022936724100617234,6,18,98,147,8,0,0,0,0.01016963180154562,0.010169544257223606,0.00999574363231659,0.009997053071856499,116.70458169999984
0192,0.0019470721462503994,3,25,60,106,3,0,1,0,0.009725836105644703,0.009725558571517467,0.009139901958405972,0.009137829765677452,181.3851767999986
0165,0.003481939845832107,11,16,54,133,8,3,1,1,0.008109532296657562,0.008109289221465588,0.00802823156118393,0.008026723749935627,38.3941018000005
0190,0.008440052458138132,7,19,119,138,3,0,1,0,0.007003421429544687,0.007003139704465866,0.006564370356500149,0.006564855109900236,93.24488469999778
0191,0.0004649990608657376,8,15,67,67,3,0,1,0,0.020625319331884384,0.020623501390218735,0.017744392156600952,0.017744150012731552,38.58057650000046
0195,0.008440052458138132,7,19,119,138,8,3,1,1,0.006050996016710997,0.006050869822502136,0.005908964667469263,0.005908850114792585,96.99844139999914
0159,0.0035864828051909445,4,24,46,123,8,0,0,0,0.0066484794951975346,0.0066482508555054665,0.006530350539833307,0.006532555446028709,109.33762709999974
0196,0.009275159422772563,10,18,73,109,8,3,1,1,0.007904009893536568,0.007903866469860077,0.007738912478089333,0.007738540414720774,45.671618299998954
0265,0.009706173542646161,6,20,39,139,8,3,1,1,0.007017211988568306,0.007016864605247974,0.007401404902338982,0.007399868220090866,58.4331790999986
0162,0.0004257494904478956,7,17,47,64,3,0,1,0,0.020415091887116432,0.020414067432284355,0.018177174031734467,0.0181751549243927,35.79422400000112
0193,0.009575093678226607,6,24,81,52,3,0,1,0,0.011930637992918491,0.011930362321436405,0.011670012027025223,0.011666434817016125,46.03619620000063
0200,0.005231079312062187,5,15,83,92,3,0,1,0,0.009174647741019726,0.009174691513180733,0.00903521291911602,0.009033389389514923,79.80334980000043
0205,0.006184303815555539,5,25,85,118,8,3,1,1,0.006749122403562069,0.006749236490577459,0.006506957579404116,0.006507457233965397,109.8841087999972
0169,0.0026509982731365393,10,26,37,111,8,0,0,0,0.008426682092249393,0.008426551707088947,0.008540366776287556,0.008537550456821918,37.45753060000061
0199,0.001273764696056487,6,16,85,80,8,0,0,0,0.009489532560110092,0.009489765390753746,0.009326018393039703,0.00932319462299347,64.2554444999987
0266,0.002924269946621087,4,18,85,129,8,3,1,1,0.006905936170369387,0.006906094960868359,0.006667178589850664,0.00666982913389802,175.28584000000046
0166,0.0005411531797772889,9,13,62,142,8,3,1,1,0.013138369657099247,0.013138425536453724,0.012371286749839783,0.012371818535029888,42.418046000002505
0170,0.0001002972270205453,10,23,98,152,3,0,1,0,0.06096554920077324,0.06096094474196434,0.04838957637548447,0.04839203134179115,60.046720299997105
0197,0.005256055651516419,4,16,85,106,8,0,0,0,0.00665283715352416,0.0066527193412184715,0.006746875122189522,0.006749250926077366,134.14036950000082
0198,0.003449485159787074,11,13,101,133,8,0,0,0,0.006732052657753229,0.006732067093253136,0.006814293097704649,0.00681304931640625,55.26603249999971
0202,0.0018018826900023162,5,20,72,101,3,0,1,0,0.010304437950253487,0.01030421070754528,0.010212232358753681,0.01021106168627739,98.33764810000139
0204,0.009645612058632345,12,24,108,55,3,0,1,0,0.012660863809287548,0.012660495005548,0.012385815382003784,0.012383837252855301,33.5670506000024
0275,0.0091518728468961,3,21,44,77,8,3,1,1,0.009658337570726871,0.009658410213887691,0.009264536201953888,0.009263385087251663,109.77766489999703
0175,0.0035157669392935006,10,20,81,159,8,3,1,1,0.006563159171491861,0.006563202012330294,0.006483500357717276,0.006482776720076799,50.91793139999936
0178,0.0033790366998778633,4,22,89,124,8,0,0,0,0.0059849852696061134,0.005984895396977663,0.005917790811508894,0.005917145870625973,171.35245439999926
0228,0.00035130677235196815,7,17,113,78,8,0,0,0,0.012202266603708267,0.012202205136418343,0.01204123254865408,0.012041625566780567,61.38146820000111
0206,0.005231079312062187,5,15,83,92,8,3,1,1,0.008380768820643425,0.008380649611353874,0.008108790963888168,0.008108888752758503,80.44912889999978
0211,0.0025111087638684153,9,25,125,86,3,0,1,0,0.010426787659525871,0.01042627077549696,0.009891354478895664,0.009892667643725872,71.05016619999878
0213,0.005429870682531079,9,23,38,137,3,0,1,0,0.008864200673997402,0.008863589726388454,0.008488004095852375,0.008490493521094322,38.618670799998654
0216,0.0025111087638684153,9,25,125,86,8,3,1,1,0.009020423516631126,0.009020421653985977,0.008862175047397614,0.008864086121320724,69.7013498999986
0277,0.0006137659553107151,11,22,91,77,8,0,0,0,0.012222005054354668,0.012222095392644405,0.012085745111107826,0.012088648974895477,31.7672986999969
0177,0.005618877533128447,10,13,100,135,8,0,0,0,0.006420659366995096,0.006420549005270004,0.006512523163110018,0.00651004072278738,55.064771099998325
0201,0.0006490955887196955,9,15,112,159,3,0,1,0,0.01639389432966709,0.016393454745411873,0.01478517148643732,0.014785238541662693,61.64799459999995
0230,0.006951730712544147,4,21,71,54,3,0,1,0,0.011642414145171642,0.011642064899206161,0.011200525797903538,0.011198519729077816,75.35350169999947
0214,0.0011233586048787273,11,24,52,138,3,0,1,0,0.013298100791871548,0.013297408819198608,0.01152802724391222,0.011524956673383713,39.97509899999932
0219,0.0004668234933893038,4,21,75,144,8,0,0,0,0.008319349028170109,0.00831899605691433,0.008129838854074478,0.008128507994115353,168.78846479999993
0217,0.00014926855017949073,11,17,103,92,8,0,0,0,0.018876394256949425,0.018875988200306892,0.018035057932138443,0.018036216497421265,34.1214069000016
0278,0.00017237763068269322,11,13,108,70,8,0,0,0,0.01911274902522564,0.019113056361675262,0.018278712406754494,0.018282989040017128,33.20646420000048
0231,0.00010809201481934106,12,18,110,139,3,0,1,0,0.0789683386683464,0.07896225154399872,0.0619029738008976,0.06190289184451103,38.65180970000074
0203,0.006184303815555539,5,25,85,118,3,0,1,0,0.007687282282859087,0.007687151897698641,0.007171483710408211,0.007169221993535757,109.95431459999963
0180,0.0017398517243763685,9,16,42,54,3,0,1,0,0.016092238947749138,0.016092227771878242,0.015640806406736374,0.01563997194170952,21.350478100001055
0224,0.006859420873537323,6,23,125,98,3,0,1,0,0.008432650938630104,0.008432408794760704,0.008096707984805107,0.00809986051172018,97.9783193000003
0232,0.0002554250999925033,8,15,65,124,3,0,1,0,0.029899166896939278,0.029897509142756462,0.02373851090669632,0.023740626871585846,43.55927159999919
0239,0.007399608206353054,3,26,83,58,8,0,0,0,0.010097283869981766,0.01009720005095005,0.01003041211515665,0.01003555953502655,143.92901979999806
0225,0.003691954917316631,11,18,124,158,8,3,1,1,0.006427053827792406,0.006427047774195671,0.006272467784583569,0.006273799110203981,68.90038789999744
0234,0.00020263128279152088,11,14,57,78,3,0,1,0,0.04215562343597412,0.04215077683329582,0.03168914094567299,0.03169786185026169,28.233418699997856
0284,0.00048823452853089146,11,15,94,80,3,0,1,0,0.023054497316479683,0.02305375225841999,0.02048802562057972,0.020484352484345436,31.510343699999794
0182,0.001673428527660989,4,20,36,55,3,0,1,0,0.014345173723995686,0.014345146715641022,0.013603572733700275,0.01360499206930399,48.88463709999996
0229,0.000515805898561674,4,14,113,120,8,0,0,0,0.008970797061920166,0.008970692753791809,0.009051764383912086,0.009050566703081131,200.12164299999858
0235,0.0018492573544654537,5,14,54,159,8,3,1,1,0.007378815673291683,0.007378656882792711,0.007091811392456293,0.007088516838848591,96.6042325999988
0240,0.002606434463202174,12,26,125,102,3,0,1,0,0.01162505429238081,0.011624794453382492,0.01134431455284357,0.011345828883349895,41.304425000002084
0248,0.00021477648367203856,4,23,59,153,8,0,0,0,0.009594251401722431,0.00959425326436758,0.009339292533695698,0.009340964257717133,153.91078349999952
0226,0.00308419615089453,5,22,66,131,8,3,1,1,0.007089416496455669,0.007089563179761171,0.00695798872038722,0.0069566890597343445,104.6082920000008
0210,0.00011551611366552291,6,25,97,90,3,0,1,0,0.03742989897727966,0.03742634505033493,0.02898067608475685,0.028986817225813866,78.614628299998
0291,0.0010309260084789597,7,24,79,147,3,0,1,0,0.011088971048593521,0.011088551953434944,0.01013545785099268,0.010136677883565426,67.55625060000239
0194,0.009275159422772563,10,18,73,109,3,0,1,0,0.008654612116515636,0.008654759265482426,0.008417489938437939,0.00841695349663496,45.18752660000246
0233,0.0018492573544654537,5,14,54,159,3,0,1,0,0.0089334761723876,0.008933527395129204,0.008402976207435131,0.008400577120482922,100.52629440000237
0236,0.006951730712544147,4,21,71,54,8,3,1,1,0.011041169986128807,0.011041303165256977,0.010651418007910252,0.010656111873686314,74.61969549999776
0249,0.00011586583137693426,4,16,124,119,8,0,0,0,0.013594642281532288,0.013594785705208778,0.013017111457884312,0.013013486750423908,221.7895368999998
0241,0.00617050452258954,5,15,116,76,3,0,1,0,0.009794306010007858,0.009794220328330994,0.009821881540119648,0.009824948385357857,109.59424870000294
0227,0.00014919836642562443,5,23,86,117,8,0,0,0,0.012582597322762012,0.012582430616021156,0.012119042687118053,0.01211704034358263,108.02224990000104
0295,0.001991490896520728,6,14,84,146,8,3,1,1,0.007172743324190378,0.007172648329287767,0.006908264476805925,0.006906970404088497,98.35575199999948
0208,0.0026187837487828816,5,19,46,96,8,0,0,0,0.008517068810760975,0.008516872301697731,0.008378519676625729,0.00837563443928957,58.9664159999993
0243,0.00024074172861114117,10,20,52,119,3,0,1,0,0.02556353062391281,0.025562813505530357,0.02283843420445919,0.022837147116661072,38.31862230000115
0252,0.002332058207624143,7,24,41,71,3,0,1,0,0.012109601870179176,0.012109947390854359,0.011620421893894672,0.011626364663243294,38.76968740000302
0212,0.00010622813894476952,10,18,124,105,3,0,1,0,0.07460892200469971,0.0746038556098938,0.060432322323322296,0.0604311041533947,65.98327659999995
0255,0.0032729095486270484,10,17,101,155,8,3,1,1,0.006803740281611681,0.006803825031965971,0.0066461083479225636,0.0066426582634449005,58.12851750000118
0209,0.00692839655503557,10,15,103,61,8,0,0,0,0.011091722175478935,0.011091937310993671,0.010848443023860455,0.010851624421775341,32.63714289999916
0245,0.0014139908322789929,6,15,120,145,8,3,1,1,0.007227836176753044,0.007227823603898287,0.007181874942034483,0.007182562258094549,139.96072950000234
0253,0.002481250422795769,4,15,57,69,3,0,1,0,0.012727978639304638,0.01272740587592125,0.012644299305975437,0.012644225731492043,73.77277800000229
0237,0.00014532569603585666,6,24,70,92,8,0,0,0,0.014408539980649948,0.014408423565328121,0.0139736607670784,0.013972833752632141,58.7309153999995
0218,0.0003305478759754872,4,13,42,118,8,0,0,0,0.011382716707885265,0.011382825672626495,0.011050267145037651,0.011049826629459858,91.3127886000002
0244,0.0014139908322789929,6,15,120,145,3,0,1,0,0.00961937103420496,0.009618809446692467,0.008915310725569725,0.008912862278521061,138.16520189999937
0296,0.005467669439745048,8,12,88,105,8,3,1,1,0.00842035748064518,0.00842022430151701,0.008173888549208641,0.008175117895007133,48.29421619999994
0215,0.005429870682531079,9,23,38,137,8,3,1,1,0.007723389193415642,0.007723313290625811,0.0075250533409416676,0.00752524146810174,38.25066650000008
0246,0.00617050452258954,5,15,116,76,8,3,1,1,0.008994624018669128,0.00899454578757286,0.008852828294038773,0.008849157951772213,111.93900980000035
0238,0.008530402116968146,7,15,54,135,8,0,0,0,0.006664210464805365,0.006664130371063948,0.006591129582375288,0.006590161006897688,52.961914700001216
0256,0.0016137433190825015,11,18,78,131,8,3,1,1,0.008693485520780087,0.008693489246070385,0.008485771715641022,0.008488444611430168,47.66552270000102
0247,0.0025811754115584026,3,12,62,65,8,0,0,0,0.010136857628822327,0.010137028060853481,0.009964044205844402,0.009964504279196262,111.07903459999943
0221,0.00308419615089453,5,22,66,131,3,0,1,0,0.007975880987942219,0.007975573651492596,0.007779513951390982,0.0077772620134055614,101.77458190000107
0294,0.005467669439745048,8,12,88,105,3,0,1,0,0.009561074897646904,0.00956095289438963,0.009113484062254429,0.009115136228501797,48.48444269999891
0254,0.0032729095486270484,10,17,101,155,3,0,1,0,0.008319663815200329,0.008319496177136898,0.007685968652367592,0.007684449199587107,59.09952350000094
0220,0.003691954917316631,11,18,124,158,3,0,1,0,0.007803832180798054,0.007803217973560095,0.007230326998978853,0.007229380309581757,69.34808619999967
0261,0.0047344570764701,5,26,58,98,3,0,1,0,0.009061086922883987,0.009061030112206936,0.008606293238699436,0.008603634312748909,71.7765115000002
0270,0.0091518728468961,3,21,44,77,3,0,1,0,0.010113128460943699,0.010112782940268517,0.009836466982960701,0.009839401580393314,111.17872319999879
0251,0.00039499566180543715,6,18,71,52,3,0,1,0,0.01957567408680916,0.01957518234848976,0.01731688901782036,0.017311742529273033,41.64113649999854
0258,0.005488969469040213,9,14,96,89,8,0,0,0,0.008265911601483822,0.008265870623290539,0.008377316407859325,0.008376752957701683,50.43694350000078
0281,0.0006737361349295041,5,16,83,55,3,0,1,0,0.01868809014558792,0.01868772692978382,0.016879474744200706,0.016880875453352928,61.9867923999991
0257,0.003788350537374789,9,18,42,52,8,0,0,0,0.012169367633759975,0.012169183231890202,0.012122953310608864,0.012120523490011692,22.8631776000002
0268,0.004589621532430345,6,25,99,71,8,0,0,0,0.009188330732285976,0.009188266471028328,0.009047038853168488,0.009046332910656929,58.99470979999751
0288,0.000881825746836976,9,19,111,126,8,0,0,0,0.008052854798734188,0.008052481338381767,0.007998533546924591,0.007993965409696102,62.887865700002294
0286,0.0008731606875086716,7,18,94,116,8,3,1,1,0.00969262607395649,0.009692312218248844,0.00964250136166811,0.00963898841291666,72.54942380000284
0242,0.004116823186183904,10,23,84,75,3,0,1,0,0.012084627524018288,0.012084824964404106,0.011705420911312103,0.011705835349857807,30.959724199998163
0259,0.00035763622035836295,10,15,92,149,8,0,0,0,0.01116558164358139,0.011166004464030266,0.010853148996829987,0.010853023268282413,52.31696219999867
0260,0.0003167431843224537,12,14,98,89,3,0,1,0,0.029885495081543922,0.029884938150644302,0.026623178273439407,0.02663634903728962,32.11117580000064
0282,0.0002775931598849941,5,17,110,155,3,0,1,0,0.018302153795957565,0.018301544710993767,0.016055546700954437,0.01606038771569729,179.47910559999946
0273,0.00010598390202455943,11,24,101,92,3,0,1,0,0.05779512971639633,0.057788800448179245,0.040803804993629456,0.04079989716410637,34.382648799997696
0290,0.0015881542728189355,4,14,102,55,3,0,1,0,0.014120141044259071,0.014119453728199005,0.013538289815187454,0.013539515435695648,94.05055970000103
0299,0.004065563455347466,9,24,97,110,8,0,0,0,0.007208995521068573,0.007209125906229019,0.007183620240539312,0.007182463072240353,56.428921899998386
0271,0.0011080119588590027,10,24,77,104,3,0,1,0,0.013064317405223846,0.013064217753708363,0.012018458917737007,0.01201520673930645,52.267653800001426
0283,0.0031651738149098808,11,17,59,153,3,0,1,0,0.00909760408103466,0.009097222238779068,0.008507178165018559,0.008505921810865402,42.452303799997026
0269,0.0014789571342550213,6,24,48,102,8,0,0,0,0.008909201249480247,0.008909215219318867,0.008879953995347023,0.008877716027200222,49.07187989999875
0293,0.001991490896520728,6,14,84,146,3,0,1,0,0.008895644918084145,0.008895504288375378,0.008258040994405746,0.008261099457740784,98.97593270000289
0280,0.0008731606875086716,7,18,94,116,3,0,1,0,0.01290859840810299,0.01290783192962408,0.01192143838852644,0.011923628859221935,75.34821589999774
0297,0.007653851758014979,4,18,81,155,8,0,0,0,0.004998798482120037,0.004998729098588228,0.004704666789621115,0.004705988802015781,194.21997499999998
0298,0.0017203206616998663,8,19,97,84,8,0,0,0,0.009098838083446026,0.00909839104861021,0.008990849368274212,0.008987563662230968,54.39308230000097
0274,0.0010331041248433069,6,13,50,109,3,0,1,0,0.01309762243181467,0.013096760958433151,0.012213258072733879,0.0122113898396492,56.552200499998435
0262,0.009706173542646161,6,20,39,139,3,0,1,0,0.008653644472360611,0.008653396740555763,0.007818929851055145,0.00781805720180273,63.438927299997886
0272,0.0032404652849167656,9,16,79,71,3,0,1,0,0.012307536788284779,0.012307052500545979,0.011912276037037373,0.011915288865566254,28.160908999998355
0267,0.00010948613131018006,6,21,68,117,8,0,0,0,0.015040446072816849,0.01504004467278719,0.01444406621158123,0.014446057379245758,72.73602160000155
0292,0.0004169710234136927,10,18,103,84,3,0,1,0,0.021935628727078438,0.021933747455477715,0.019558792933821678,0.019556380808353424,34.76469960000031
0285,0.0031651738149098808,11,17,59,153,8,3,1,1,0.00760992057621479,0.007609629537910223,0.007507126312702894,0.007508852519094944,42.80576590000055
0289,0.002454868748703502,7,19,46,64,8,0,0,0,0.01072905957698822,0.010728799737989902,0.010751740075647831,0.010753368958830833,36.28709239999807
0263,0.002924269946621087,4,18,85,129,3,0,1,0,0.008413511328399181,0.008413814939558506,0.008041847497224808,0.00804157368838787,175.87701880000168
0279,0.00014340224055865128,5,15,119,74,8,0,0,0,0.015792163088917732,0.015792708843946457,0.01543172262609005,0.0154269365593791,92.30022810000082
0276,0.0032404652849167656,9,16,79,71,8,3,1,1,0.011377887800335884,0.011378113180398941,0.011350865475833416,0.011348829604685307,28.46086750000177
0287,0.007559135107310354,8,12,107,89,8,0,0,0,0.008420048281550407,0.008419938385486603,0.008169145323336124,0.008173534646630287,58.89338759999737
